full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,trim,,,,
Yoav Artzi,Artzi,Yoav,https://scholar.google.com/citations?user=XuQW7ogAAAAJ,3214,25,32,102,Cornell University  ,Assistant,19,,*,,,,
Shiri Azenkot,Azenkot,Shiri,https://scholar.google.com/citations?hl=en&user=jNQlAkoAAAAJ,1973,23,31,63,Cornell University  ,Assistant,19,New,*,,,,
Kavita Bala,Bala,Kavita,https://scholar.google.com/citations?user=Rh16nsIAAAAJ&hl=en&oi=ao,9683,46,91,273,Cornell University  ,Full,19,,*,,,,
Siddhartha Banerjee,Banerjee,Siddhartha,https://scholar.google.com/citations?user=_kqpoHIAAAAJ&hl=en,1307,18,25,28,Cornell University  ,Assistant,19,,*,,,,
Christopher Batten,Batten,Christopher,https://scholar.google.com/citations?user=UGDVOZgAAAAJ&hl=en&oi=ao,2663,21,33,73,Cornell University  ,Associate,19,,*,,,,
Serge Belongie,Belongie,Serge,https://scholar.google.com/citations?user=ORr4XJYAAAAJ,77603,92,194,1579,Cornell University  ,Full,19,,*,,,,
Austin Benson,Benson,Austin,https://scholar.google.com/citations?hl=en&user=BzOqNoQAAAAJ,2328,21,27,61,Cornell University  ,Assistant,19,New,*,,,,
Tapomayukh Bhattacharjee,Bhattacharjee,Tapomayukh,https://scholar.google.com/citations?hl=en&user=X1zsXTgAAAAJ,819,19,26,31,Cornell University  ,Assistant,19,New,*,,,,
David Bindel,Bindel,David,https://scholar.google.com/citations?user=04TuVhEAAAAJ&hl=en&oi=ao,6369,30,50,100,Cornell University  ,Associate,19,,*,,,,
Kenneth Birman,Birman,Kenneth,https://scholar.google.com/citations?user=I-rKkyEAAAAJ&hl=en&oi=ao,23251,66,195,449,Cornell University  ,Full,19,,*,,,,
Ronald Brachman,Brachman,Ronald,https://scholar.google.com/citations?hl=en&user=zMnT8BsAAAAJ,18614,52,80,550,Cornell University  ,Full,19,,*,,,,
Mark Campbell,Campbell,Mark,https://scholar.google.com/citations?hl=en&user=e1iAhHQAAAAJ,5429,41,123,100,Cornell University  ,Full,19,New,*,,,,
Claire Cardie,Cardie,Claire,https://scholar.google.com/citations?user=ex9BQiIAAAAJ&hl=en&oi=ao,23193,70,149,385,Cornell University  ,Full,19,,*,,,,
Eshan Chattopadhyay,Chattopadhyay,Eshan,https://scholar.google.com/citations?hl=en&user=5ReVSa8AAAAJ,527,10,11,13,Cornell University  ,Assistant,19,New,*,,,,
Tsuhan Chen,Chen,Tsuhan,https://scholar.google.com/citations?user=syCMBRIAAAAJ&hl=en,20258,70,286,341,Cornell University  ,Full,19,Not listed,-,,,,
Yudong Chen,Chen,Yudong,https://scholar.google.com/citations?user=ze5rCdwAAAAJ&hl=en,4692,29,46,167,Cornell University  ,Assistant,19,,*,,,,
Tanzeem Choudhury,Choudhury,Tanzeem,https://scholar.google.com/citations?user=-pyztDMAAAAJ&hl=en&oi=ao,15671,58,103,371,Cornell University  ,Full,19,Associate to Full,*,,,,
Robert L. Constable,Constable,Robert,,,,,,Cornell University  ,Full,19,,*,,,,
Dan Cosley,Cosley,Dan,https://scholar.google.com/citations?user=_KNDS-kZ-nIJ&hl=en&oi=ao,9681,43,73,266,Cornell University  ,Associate,19,Not listed,-,,,,
Anil Damle,Damle,Anil,https://scholar.google.com/citations?user=VqOc5C8AAAAJ&hl=en,420,11,13,13,Cornell University  ,Assistant,19,,*,,,,
Cristian Danescu-Niculescu-Mizil,Danescu-Niculescu-Mizil,Cristian,https://scholar.google.com/citations?user=njczUPMAAAAJ&hl=en&oi=ao,4330,26,35,213,Cornell University  ,Assistant,19,,*,,,,
Abe Davis,Davis,Abe,https://scholar.google.com/citations?hl=en&user=-Gp8ghkAAAAJ,1572,14,19,19,Cornell University  ,Assistant,19,New,*,,,,
Christopher De Sa,De Sa,Christopher,https://scholar.google.com/citations?user=v7EjGHkAAAAJ&hl=en,2058,21,32,61,Cornell University  ,Assistant,19,,*,,,,
Christina Delimitrou,Delimitrou,Christina,https://scholar.google.com/citations?user=OziQjUsAAAAJ&hl=en,2840,21,26,53,Cornell University  ,Assistant,19,,*,,,,
Nicola Dell,Dell,Nicola,https://scholar.google.com/citations?user=1FwsujMAAAAJ&hl=en,1544,21,30,45,Cornell University  ,Assistant,19,,*,,,,
Shimon Edelman,Edelman,Shimon,https://scholar.google.com/citations?user=Ddfev5kAAAAJ&hl=en&oi=ao,15659,54,134,424,Cornell University  ,Full,19,,*,,,,
Kevin Ellis,Ellis,Kevin,https://scholar.google.com/citations?hl=en&user=tVjxANMAAAAJ,470,9,9,8,Cornell University  ,Assistant,19,New,*,,,,
Deborah Estrin,Estrin,Deborah,https://scholar.google.com/citations?user=3_WYcR4AAAAJ&hl=en&oi=ao,132853,134,365,2878,Cornell University  ,Full,19,,*,,,,
Nate Foster,Foster,Nate,https://scholar.google.com/citations?user=AH5j40kAAAAJ&hl=en&oi=ao,8257,40,59,234,Cornell University  ,Associate,19,,*,,,,
Ziv Goldfeld,Goldfeld,Ziv,https://scholar.google.com/citations?hl=en&user=YKRiYRAAAAAJ,330,9,8,9,Cornell University  ,Assistant,19,New,*,,,,
Arpita Ghosh,Ghosh,Arpita,https://scholar.google.com/citations?user=_cMw1IUAAAAJ&hl=en,37302,85,565,426,Cornell University  ,Associate,19,Not listed,-,,,,
Carla Gomes,Gomes,Carla,,,,,,Cornell University  ,Full,19,,*,,,,
Donald P. Greenberg,Greenberg,Donald,,,,,,Cornell University  ,Full,19,,*,,,,
Francois Guimbretiere,Guimbretiere,Francois,https://scholar.google.com/citations?user=PxZT1sgAAAAJ&hl=en&oi=ao,6908,41,76,233,Cornell University  ,Full,19,Associate to Full,*,,,,
Nika Haghtalab,Haghtalab,Nika,https://www.linkedin.com/in/nika-haghtalab-a841134b/,,,,,Cornell University  ,Assistant,19,New,*,,,,
Joseph Halpern,Halpern,Joseph,https://scholar.google.com/citations?user=FsBCAfgAAAAJ&hl=en&oi=ao,40681,91,251,779,Cornell University  ,Full,19,,*,,,,
Bharath Hariharan,Hariharan,Bharath,https://scholar.google.com/citations?user=TpglobcAAAAJ&hl=en,14973,31,38,322,Cornell University  ,Assistant,19,,*,,,,
Haym Hirsh,Hirsh,Haym,https://scholar.google.com/citations?user=lB6jgT4AAAAJ&hl=en,6997,41,81,169,Cornell University  ,Full,19,,*,,,,
Guy Hoffman,Hoffman,Guy,https://scholar.google.com/citations?user=ZocLOAMAAAAJ&hl=en,3972,31,57,114,Cornell University  ,Assistant,19,,*,,,,
John E. Hopcroft,Hopcroft,John,,,,,,Cornell University  ,Full,19,Retired,-,,,,
Daniel Huttenlocher,Huttenlocher,Daniel,https://scholar.google.com/citations?user=q16KVs0AAAAJ&hl=en&oi=ao,42775,70,133,982,Cornell University  ,Full,19,Not listed,-,,,,
Thorsten Joachims,Joachims,Thorsten,https://scholar.google.com/citations?user=5tk1PV8AAAAJ&hl=en&oi=ao,69830,74,164,1704,Cornell University  ,Full,19,,*,,,,
Wendy Ju,Ju,Wendy,https://scholar.google.com/citations?hl=en&user=kjYhZYwAAAAJ,4259,34,76,108,Cornell University  ,Assistant,19,New,*,,,,
Ari Juels,Juels,Ari,https://scholar.google.com/citations?user=uf0D-uoAAAAJ&hl=en&oi=ao,38974,85,191,825,Cornell University  ,Full,19,,*,,,,
Malte Jung,Jung,Malte,https://scholar.google.com/citations?user=pfBh4zEAAAAJ&hl=en,1547,22,42,52,Cornell University  ,Assistant,19,,*,,,,
Nathan Kallus,Kallus,Nathan,https://scholar.google.com/citations?hl=en&user=K2WfIlsAAAAJ,1936,24,33,60,Cornell University  ,Assistant,19,New,*,,,,
Alon Keinan,Keinan,Alon,https://scholar.google.com/citations?user=rS0EX5EAAAAJ&hl=en&oi=ao,41558,45,74,558,Cornell University  ,Assistant,19,,*,,,,
Jon Kleinberg,Kleinberg,Jon,https://scholar.google.com/citations?user=VX7d5EQAAAAJ&hl=en&oi=ao,98359,111,244,2240,Cornell University  ,Full,19,,*,,,,
Robert Kleinberg,Kleinberg,Robert,https://scholar.google.com/citations?hl=en&user=zkvW8FQAAAAJ,11941,58,129,252,Cornell University  ,Full,19,New,*,,,,
Ross Knepper,Knepper,Ross,https://scholar.google.com/citations?user=dgBh0UMAAAAJ&hl=en&oi=ao,2651,26,43,79,Cornell University  ,Assistant,19,Not listed,-,,,,
Dexter Kozen,Kozen,Dexter,https://scholar.google.com/citations?user=LV1qWjgAAAAJ&hl=en,19714,55,134,499,Cornell University  ,Full,19,,*,,,,
Hadas Kress-Gazit,Kress-Gazit,Hadas,https://scholar.google.com/citations?user=duOys3YAAAAJ&hl=en&oi=ao,3929,29,69,83,Cornell University  ,Associate,19,,*,,,,
Volodymyr Kuleshov,Kuleshov,Volodymyr ,,,,,,Cornell University  ,Assistant,19,New,*,,,,
Daniel Lee,Lee,Daniel,https://scholar.google.com/citations?hl=en&user=J0l7wWwAAAAJ,22615,45,124,301,Cornell University  ,Full,19,New,*,,,,
Lillian Lee,Lee,Lillian,https://scholar.google.com/citations?user=oJESe-cAAAAJ&hl=en&oi=ao,36930,40,51,497,Cornell University  ,Full,19,,*,,,,
Owolabi Legunsen,Legunsen,Owolabi,https://scholar.google.com/citations?hl=en&user=Cmn6vXsAAAAJ,407,10,10,10,Cornell University  ,Assistant,19,New,*,,,,
Steve Marschner,Marschner,Steve,https://scholar.google.com/citations?user=llo3F3QAAAAJ&hl=en&oi=ao,10298,44,80,294,Cornell University  ,Full,19,,*,,,,
Jose Martinez,Martinez,Jose,,,,,,Cornell University  ,Full,19,,*,,,,
David Mimno,Mimno,David,https://scholar.google.com/citations?user=uBFV6SUAAAAJ&hl=en&oi=ao,8194,33,49,248,Cornell University  ,Assistant,19,,*,,,,
Greg Morrisett,Morrisett,Greg,https://scholar.google.co.uk/citations?user=Dswus94AAAAJ,10911,51,93,285,Cornell University  ,Full,19,,*,,,,
Andrew Myers,Myers,Andrew,https://scholar.google.com/citations?user=ovlpa_IAAAAJ&hl=en&oi=ao,14033,53,87,267,Cornell University  ,Full,19,,*,,,,
Mor Naaman,Naaman,Mor,https://scholar.google.com/citations?user=IeqjwlIAAAAJ&hl=en,15962,58,113,401,Cornell University  ,Associate,19,,*,,,,
Rajalakshmi Nandakumar,Nandakumar,Rajalakshmi,https://scholar.google.com/citations?hl=en&user=CO4txjAAAAAJ,1233,13,14,30,Cornell University  ,Assistant,19,New,*,,,,
Anil Nerode,Nerode,Anil,https://scholar.google.com/citations?hl=en&user=BaArKOYAAAAJ,10147,44,123,194,Cornell University  ,Full,19,,*,,,,
Tapan Parikh,Parikh,Tapan,https://scholar.google.com/citations?user=Iiut4KYAAAAJ&hl=en,3099,27,46,111,Cornell University  ,Associate,19,,*,,,,
Rafael Pass,Pass,Rafael,https://scholar.google.com/citations?hl=en&user=_7IzKZQAAAAJ,7841,46,118,173,Cornell University  ,Full,19,Associate to Full,*,,,,
Kirstin Peterson,Peterson,Kirstin,https://scholar.google.com/citations?user=ESJILIEAAAAJ&hl=en,1768,10,10,12,Cornell University  ,Assistant,19,,*,,,,
Emma Pierson,Pierson,Emma,https://scholar.google.com/citations?hl=en&user=xGORWi0AAAAJ,2082,14,17,34,Cornell University  ,Assistant,19,New,*,,,,
Marth Pollak,Pollak,Martha,https://scholar.google.com/citations?user=5oU0wxcAAAAJ&hl=en,15397,52,103,415,Cornell University  ,Full,19,,*,,,,
Tom Ristenpart,Ristenpart,Tom,https://scholar.google.com/citations?user=MGVrVSIAAAAJ,13338,50,79,338,Cornell University  ,Associate,19,,*,,,,
Alexander Rush,Rush,Alexander,https://scholar.google.com/citations?hl=en&user=LIjnUGgAAAAJ,11950,38,68,270,Cornell University  ,Associate,19,New,*,,,,
Mert Sabuncu,Sabuncu,Mert,https://scholar.google.com/citations?hl=en&user=Pig-I4QAAAAJ,14937,50,104,267,Cornell University  ,Assistant,19,New,*,,,,
Adrian Sampson,Sampson,Adrian,https://scholar.google.com/citations?user=Bq50aCUAAAAJ&hl=en,3262,17,24,58,Cornell University  ,Assistant,19,,*,,,,
Katya Scheinberg,Scheinberg,Katya,https://scholar.google.com/citations?hl=en&user=zbqRbOkAAAAJ,7313,37,56,178,Cornell University  ,Full,19,New,*,,,,
Fred B. Schneider,Schneider,Fred,https://scholar.google.com/citations?user=sxjynOsAAAAJ&hl=en,24115,64,146,545,Cornell University  ,Full,19,,*,,,,
Bart Selman,Selman,Bart,https://scholar.google.com/citations?user=pJ28HA0AAAAJ&hl=en&oi=ao,29894,74,172,790,Cornell University  ,Full,19,,*,,,,
Phoebe Sengers,Sengers,Phoebe,https://scholar.google.com/citations?user=6c5cf1wAAAAJ&hl=en&oi=ao,8954,39,74,317,Cornell University  ,Associate,19,,*,,,,
Elaine Shi,Shi,Elaine,https://scholar.google.com/citations?user=rejzeocAAAAJ&hl=en,24480,67,133,469,Cornell University  ,Associate,19,,*,,,,
Vitaly Shmatikov,Shmatikov,Vitaly,,,,,,Cornell University  ,Full,19,,*,,,,
David Shmoys,Shmoys,David,https://scholar.google.com/citations?user=rD8a4hQAAAAJ&hl=en,23504,57,106,710,Cornell University  ,Full,19,,*,,,,
Emin Gun Sirer,Sirer,Emin,https://scholar.google.com/citations?user=DaDmjMMAAAAJ&hl=en&oi=ao,14472,48,101,314,Cornell University  ,Associate,19,,*,,,,
Noah Snavely,Snavely,Noah,https://scholar.google.com/citations?user=Db4BCX8AAAAJ&hl=en&oi=ao,20201,53,83,397,Cornell University  ,Associate,19,,*,,,,
Karthik Sridharan,Sridharan,Karthik,https://scholar.google.com/citations?user=nX9D5AoAAAAJ&hl=en&oi=ao,5112,35,56,141,Cornell University  ,Associate,19,Assistant to Associate,*,,,,
Noah Stephens-Davidowitz,Davidowitz,Noah,https://scholar.google.com/citations?hl=en&user=CmAC8DMAAAAJ,769,14,17,26,Cornell University  ,Assistant,19,New,*,,,,
G. Edward Suh,Suh,G. Edward,https://scholar.google.com/citations?user=neO3vFYAAAAJ,11257,37,67,296,Cornell University  ,Associate,19,,*,,,,
Wen Sun,Sun,Wen,https://scholar.google.com/citations?hl=en&user=iOLC30YAAAAJ,851,17,25,27,Cornell University  ,Assistant,19,New,*,,,,
A. Kevin Tang,Tang,Kevin,,,,,,Cornell University  ,Associate,19,,*,,,,
Eva Tardos,Tardos,Eva,https://scholar.google.com/citations?user=h6jljQQAAAAJ&hl=en&oi=ao,31930,66,132,710,Cornell University  ,Full,19,,*,,,,
Ross Tate,Tate,Ross,https://scholar.google.com/citations?user=EiXpVxwAAAAJ&hl=en&oi=ao,502,10,10,11,Cornell University  ,Assistant,19,Not listed,-,,,,
Immanuel Trummer,Trummer,Immanuel,https://scholar.google.de/citations?user=FJ7im7AAAAAJ&hl=de,697,13,16,22,Cornell University  ,Assistant,19,,*,,,,
Madeleine Udell,Udell,Madeleine,https://scholar.google.com/citations?user=tZ9pEDMAAAAJ&hl=en,1269,18,27,35,Cornell University  ,Assistant,19,,*,,,,
Robbert van Renesse,Renesse,Robbert van,https://scholar.google.com/citations?hl=en&user=uJbM58UAAAAJ,20293,65,178,493,Cornell University  ,Full,19,New,*,,,,
Marten van Schijndel,Schijndel,Marten van,https://scholar.google.com/citations?hl=en&user=AtmDLewAAAAJ,386,13,14,22,Cornell University  ,Assistant,19,New,*,,,,
Aaron Wagner,Wagner,Aaron,https://scholar.google.com/citations?hl=en&user=jouwbEQAAAAJ,1762,21,45,44,Cornell University  ,Associate,19,New,*,,,,
Fei Wang,Wang,Fei,https://scholar.google.com/citations?hl=en&user=FjCbjDYAAAAJ,15030,59,186,210,Cornell University  ,Associate,19,New,*,,,,
Hakim Weatherspoon,Weatherspoon,Hakim,https://scholar.google.com/citations?user=0zrqo3B-66wC&hl=en&oi=ao,9521,32,61,126,Cornell University  ,Associate,19,,*,,,,
Kilian Weinberger,Weinberger,Kilian,https://scholar.google.com/citations?user=jsxk8vsAAAAJ&hl=en&oi=ao,,,,,Cornell University  ,Associate,19,,*,,,,
Stephen Wicker,Wicker,Stephen,https://scholar.google.com/citations?user=HbFGylgAAAAJ&hl=en&oi=ao,27556,49,126,421,Cornell University  ,Full,19,,*,,,,
Amy Williams,Williams,Amy,https://scholar.google.com/citations?user=_-PAsvMAAAAJ&hl=en,8753,17,20,66,Cornell University  ,Assistant,19,,*,,,,
David Williamson,Williamson,David,https://scholar.google.com/citations?user=pOd2M64AAAAJ&hl=en&oi=ao,13525,45,77,289,Cornell University  ,Full,19,,*,,,,
Andrew Gordon Wilson,Wilson,Andrew,https://scholar.google.com/citations?user=twWX2LIAAAAJ&hl=en,4567,34,48,131,Cornell University  ,Assistant,19,Not listed,-,,,,
Christina Lee Yu,Yu,Christina Lee,https://scholar.google.com/citations?hl=en&user=GyzNZMcAAAAJ,317,9,7,8,Cornell University  ,Assistant,19,New,*,,,,
Haiyuan Yu,Yu,Haiyuan,https://scholar.google.com/citations?hl=en&user=0et-ZhgAAAAJ,21036,47,74,519,Cornell University  ,Full,19,Assistant to Full,*,,,,
Ramin Zabih,Zabih,Ramin,https://scholar.google.com/citations?user=8Lp0W54AAAAJ&hl=en&oi=ao,40818,35,68,1035,Cornell University  ,Full,19,,*,,,,
Cheng Zhang,Zhang,Cheng,https://scholar.google.com/citations?hl=en&user=Lf5ShKkAAAAJ,766,13,13,26,Cornell University  ,Assistant,19,New,*,,,,
Zhiru Zhang,Zhang,Zhiru,https://scholar.google.com/citations?user=x05pUHsAAAAJ&hl=en&oi=ao,3434,27,59,73,Cornell University  ,Assistant,19,,*,,,,
"Agaian, Sos ",Agaian,Sos,https://scholar.google.com/citations?user=FazfMZMAAAAJ&hl=en,10838,43,207,189,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Amarasingham, Asohan  ",Amarasingham ,Asohan ,https://scholar.google.com/citations?user=zGkM990AAAAJ&hl=en,1984,11,11,18,CUNY Graduate School and University Center  ,Associate,9,Assistant to Associate,*,,,,
"Artemov, Sergei",Artemov,Sergei,https://scholar.google.com/citations?user=MdiynQcAAAAJ&hl=en,3340,30,59,69,CUNY Graduate School and University Center  ,Full,9,,*,,,,
Spiridon Bakiras,Bakiras ,Spiridon,https://scholar.google.com/citations?user=rpzKBjQAAAAJ,1955,19,30,35,CUNY Graduate School and University Center  ,Associate,9,Not listed,-,,,,
"Bar-Noy, Amotz",Bar-Noy,Amotz,https://scholar.google.com/citations?user=MfLLOyMAAAAJ&hl=en&oi=ao,10061,50,127,240,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Benbunan-Fich, Raquel",Benbunan-Fich,Raquel,https://scholar.google.com/citations?user=ZjMEEo0AAAAJ&hl=en&oi=ao,5551,36,60,181,CUNY Graduate School and University Center  ,Associate,9,,*,,,,
"Brass, Peter",Brass,Peter,https://scholar.google.com/citations?user=ZTGVnVkAAAAJ&hl=en&oi=ao,3276,23,40,57,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Brown, Theodore",Brown,Theodore,https://scholar.google.com/citations?user=pvFqstUAAAAJ&hl=en&oi=ao,3072,23,38,102,CUNY Graduate School and University Center  ,Full,9,,*,,,,
Candido Cabo,Cabo,Candido ,https://scholar.google.com/citations?user=pvFqstUAAAAJ&hl=en,3072,23,38,102,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Chen, Hiu",Chen,Hiu,https://scholar.google.com/citations?hl=en&user=tjX-AwUAAAAJ,14008,53,277,213,CUNY Graduate School and University Center  ,Assistant,9,New,*,,,,
"Chao, Chen",Chao,Chen,https://scholar.google.com/citations?user=J-iIIFAAAAAJ&hl=en,973,19,24,34,CUNY Graduate School and University Center  ,Assistant,9,Not listed,-,,,,
"Chun, Soon Ae",Chun,Soon Ae,https://scholar.google.com/citations?user=mE0JBT0AAAAJ&hl=en&oi=ao,4161,30,77,80,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"D'Alotto, Louis",D'Alotto,Louis,https://scholar.google.com/citations?user=OtxLPl4AAAAJ&hl=en&oi=ao,146,4,3,2,CUNY Graduate School and University Center  ,Full,9,,*,,,,
Saptarshi Debroy,Debroy,Saptarshi,https://scholar.google.com/citations?user=z1Lr_cUAAAAJ&hl=en,318,11,11,11,CUNY Graduate School and University Center  ,Assistant,9,,*,,,,
"Dexter, Scott",Dexter,Scott,https://scholar.google.com/citations?user=3G3DI9QAAAAJ&hl=en&oi=ao,1319,13,22,25,CUNY Graduate School and University Center  ,Full,9,Not listed,-,,,,
"Dietrich, Sven",Dietrich,Sven,https://scholar.google.com/citations?user=3uIuMR4AAAAJ&hl=en&oi=ao,1780,16,20,33,CUNY Graduate School and University Center  ,Full,9,Associate to Full,*,,,,
"Epstein, Susan",Epstein,Susan,https://scholar.google.com/citations?user=t7wcF4UAAAAJ&hl=en&oi=ao,1556,22,48,35,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Etemadpour, Ronak",Etemadpour,Ronak,https://scholar.google.com/citations?hl=en&user=KMaxQlkAAAAJ,260,9,9,9,CUNY Graduate School and University Center  ,Assistant,9,New,*,,,,
"Fazio, Nelly",Fazio,Nelly,https://scholar.google.com/citations?user=U8ZdsuEAAAAJ&hl=en&oi=ao,1754,15,17,26,CUNY Graduate School and University Center  ,Associate,9,,*,,,,
"Feigenbaum, Itai",Feigenbaum,Itai,,,,,,CUNY Graduate School and University Center  ,Assistant,9,,*,,,,
"Filatova, Elena",Filatova,Elena,https://scholar.google.com/citations?user=NeOqk2kAAAAJ&hl=en,1417,15,15,29,CUNY Graduate School and University Center  ,Assistant,9,,*,,,,
"Friedman, Linda",Friedman,Linda,https://scholar.google.com/citations?user=LUgrnWMAAAAJ&hl=en&oi=ao,3625,23,55,53,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Gennaro, Rosario",Gennaro,Rosario,https://scholar.google.com/citations?user=YAZHNDUAAAAJ&hl=en&oi=ao,18238,64,116,410,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Gertner, Izidor",Gertner,Izidor,https://scholar.google.com/citations?user=-3lkqowAAAAJ&hl=en&oi=ao,1159,17,25,33,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Gladkova, Irina",Gladkova,Irina,https://scholar.google.com/citations?user=gistCekAAAAJ&hl=en&oi=ao,844,14,17,18,CUNY Graduate School and University Center  ,Associate,9,,*,,,,
"Goswami, Mayank",Goswami,Mayank,https://scholar.google.com/citations?hl=en&user=f5iIqDgAAAAJ,231,10,11,11,CUNY Graduate School and University Center  ,Assistant,9,New,*,,,,
"Grossberg, Michael",Grossberg,Michael,https://scholar.google.com/citations?user=O3lqKpcAAAAJ&hl=en&oi=ao,5343,31,44,227,CUNY Graduate School and University Center  ,Associate,9,Assistant to Associate,*,,,,
"Gu, Feng",Gu,Feng,https://scholar.google.com/citations?user=RZ7Z6GMAAAAJ&hl=en,429,13,15,14,CUNY Graduate School and University Center  ,Associate,9,Assistant to Associate,*,,,,
Natacha Gueorguieva,Gueorguieva,Natacha,,,,,,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Gurvits, Leonid",Gurvits,Leonid,https://scholar.google.com/citations?user=aBofVRoAAAAJ&hl=en&oi=ao,5476,35,64,111,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Hadjiliadis, Olympia",Hadjiliadis,Olympia,https://scholar.google.com/citations?user=8hPyBHsAAAAJ&hl=en,1303,13,18,29,CUNY Graduate School and University Center  ,Full,9,,*,,,,
"Halevi, Tzipora ",Halevi,Tzipora,https://scholar.google.com/citations?hl=en&user=LgwWoI0AAAAJ,912,17,21,33,CUNY Graduate School and University Center  ,Assistant,9,New,*,,,,
